token	specif
专卖	-0.3124728223392617
收录	-0.3124728223392617
夸大	-0.3124728223392617
吉尔吉	-0.3124728223392617
译出	-0.3124728223392617
有角	-0.3124728223392617
征伐	-0.3124728223392617
Biblioth	-0.3124728223392617
环山	-0.3124728223392617
飘逸	-0.3124728223392617
王莽	-0.3124728223392617
能疾	-0.3124728223392617
运入	-0.3124728223392617
建于	-0.3124728223392617
孔道	-0.3124728223392617
果然	-0.3124728223392617
时有	-0.3124728223392617
烟消云散	-0.3124728223392617
界碑	-0.3124728223392617
属实	-0.3124728223392617
璀璨	-0.3124728223392617
绢画	-0.3124728223392617
叶为	-0.3124728223392617
Pl	-0.3124728223392617
遂止	-0.3124728223392617
界定	-0.3124728223392617
外戚	-0.3124728223392617
一统	-0.3124728223392617
蚕子	-0.3124728223392617
雅可波	-0.3124728223392617
尔	-0.3124728223392617
唐景云	-0.3124728223392617
纱绫	-0.3124728223392617
比尔	-0.3124728223392617
crude	-0.3124728223392617
Wheel	-0.3124728223392617
景卢受	-0.3124728223392617
仅剩	-0.3124728223392617
喜悦	-0.3124728223392617
粗	-0.3124728223392617
错失	-0.3124728223392617
Sadashkana	-0.3124728223392617
建都	-0.3124728223392617
Broach	-0.3124728223392617
携	-0.3124728223392617
掳	-0.3124728223392617
之多	-0.3124728223392617
归因于	-0.3124728223392617
条枝	-0.3124728223392617
154	-0.3124728223392617
端的	-0.3124728223392617
就是指	-0.3124728223392617
唯求	-0.3124728223392617
552	-0.3124728223392617
篡位	-0.3124728223392617
小冰期	-0.3124728223392617
麻线	-0.3124728223392617
派往	-0.3124728223392617
定论	-0.3124728223392617
尝居赛	-0.3124728223392617
屡居此	-0.3124728223392617
不同之处	-0.3124728223392617
口授	-0.3124728223392617
史册	-0.3124728223392617
出版社	-0.3124728223392617
音	-0.3124728223392617
某种程度	-0.3124728223392617
封建	-0.3124728223392617
194	-0.3124728223392617
汇报	-0.3124728223392617
不衰	-0.3124728223392617
其兵弱	-0.3124728223392617
4700	-0.3124728223392617
388	-0.3124728223392617
文化交往	-0.3124728223392617
南越国	-0.3124728223392617
庆功会	-0.3124728223392617
由来已久	-0.3124728223392617
可信度	-0.3124728223392617
详密	-0.3124728223392617
毛织品	-0.3124728223392617
四人	-0.3124728223392617
其四	-0.3124728223392617
丝头	-0.3124728223392617
终究	-0.3124728223392617
不胜枚举	-0.3124728223392617
解作	-0.3124728223392617
星宿	-0.3124728223392617
年建	-0.3124728223392617
送还	-0.3124728223392617
柯	-0.3124728223392617
二贤	-0.3124728223392617
从天而降	-0.3124728223392617
三十年	-0.3124728223392617
没人	-0.3124728223392617
111	-0.3124728223392617
渤海	-0.3124728223392617
Pass	-0.3124728223392617
姆斯	-0.3124728223392617
汉元鼎	-0.3124728223392617
李邻德	-0.3124728223392617
先	-0.3124728223392617
利者	-0.3124728223392617
不远	-0.3124728223392617
支出	-0.3124728223392617
巨万	-0.3124728223392617
大使馆	-0.3124728223392617
阿达纳	-0.3124728223392617
人流	-0.3124728223392617
2919	-0.3124728223392617
topic	-0.3124728223392617
卢文木牍	-0.3124728223392617
over	-0.3124728223392617
印纹	-0.3124728223392617
数次	-0.3124728223392617
辣椒	-0.3124728223392617
lazuli	-0.3124728223392617
一笔	-0.3124728223392617
耐渴	-0.3124728223392617
斯之战	-0.3124728223392617
单于	-0.3124728223392617
Dynasty	-0.3124728223392617
钉子	-0.3124728223392617
世代	-0.3124728223392617
当为	-0.3124728223392617
舶	-0.3124728223392617
以讹传讹	-0.3124728223392617
旅行队	-0.3124728223392617
所指	-0.3124728223392617
固然会	-0.3124728223392617
令印	-0.3124728223392617
勿	-0.3124728223392617
听说	-0.3124728223392617
一举	-0.3124728223392617
算	-0.3124728223392617
彼时	-0.3124728223392617
部将	-0.3124728223392617
coins	-0.3124728223392617
作者简介	-0.3124728223392617
wine	-0.3124728223392617
舟师	-0.3124728223392617
蒙元	-0.3124728223392617
From	-0.3124728223392617
考察队	-0.3124728223392617
发展期	-0.3124728223392617
造型艺术	-0.3124728223392617
12000	-0.3124728223392617
实国	-0.3124728223392617
305	-0.3124728223392617
蒂尔	-0.3124728223392617
乾宁	-0.3124728223392617
宾之地	-0.3124728223392617
支线	-0.3124728223392617
莽平	-0.3124728223392617
崇尚	-0.3124728223392617
持矛	-0.3124728223392617
无此	-0.3124728223392617
陈陈相因	-0.3124728223392617
割裂	-0.3124728223392617
分南道	-0.3124728223392617
胸披	-0.3124728223392617
入海口	-0.3124728223392617
清代	-0.3124728223392617
巷	-0.3124728223392617
四道	-0.3124728223392617
之西	-0.3124728223392617
1951	-0.3124728223392617
发行人	-0.3124728223392617
行时	-0.3124728223392617
二十八宿	-0.3124728223392617
灭掉	-0.3124728223392617
Hellenistic	-0.3124728223392617
光学	-0.3124728223392617
外侵	-0.3124728223392617
元老院	-0.3124728223392617
木	-0.3124728223392617
建安	-0.3124728223392617
日南	-0.3124728223392617
幸运	-0.3124728223392617
交替	-0.3124728223392617
玻璃器皿	-0.3124728223392617
临夏	-0.3124728223392617
较完整	-0.3124728223392617
黑釉器	-0.3124728223392617
二百年	-0.3124728223392617
赵汝适	-0.3124728223392617
勃泥	-0.3124728223392617
答	-0.3124728223392617
理所当然	-0.3124728223392617
祭海	-0.3124728223392617
共和国	-0.3124728223392617
鉴于	-0.3124728223392617
科尼亚	-0.3124728223392617
indigo	-0.3124728223392617
gold	-0.3124728223392617
扬帆	-0.3124728223392617
1905	-0.3124728223392617
Sea	-0.3124728223392617
不管怎样	-0.3124728223392617
一铜	-0.3124728223392617
诸香	-0.3124728223392617
学界	-0.3124728223392617
概括	-0.3124728223392617
神仙	-0.3124728223392617
官券	-0.3124728223392617
雕版	-0.3124728223392617
蓝	-0.3124728223392617
易主	-0.3124728223392617
历史舞台	-0.3124728223392617
实利	-0.3124728223392617
雌黄	-0.3124728223392617
确非	-0.3124728223392617
随商	-0.3124728223392617
碳化	-0.3124728223392617
归附	-0.3124728223392617
真里	-0.3124728223392617
Takto	-0.3124728223392617
西到	-0.3124728223392617
东到	-0.3124728223392617
精	-0.3124728223392617
乱点	-0.3124728223392617
放任政策	-0.3124728223392617
106	-0.3124728223392617
Sri	-0.3124728223392617
二度	-0.3124728223392617
稍	-0.3124728223392617
通身	-0.3124728223392617
后渚港	-0.3124728223392617
马来半岛	-0.3124728223392617
立阴末	-0.3124728223392617
1381	-0.3124728223392617
十三年	-0.3124728223392617
城市居民	-0.3124728223392617
庵	-0.3124728223392617
上刻	-0.3124728223392617
方砖	-0.3124728223392617
一百五十里	-0.3124728223392617
530	-0.3124728223392617
初地	-0.3124728223392617
此道者	-0.3124728223392617
Inc	-0.3124728223392617
建武	-0.3124728223392617
使人	-0.3124728223392617
Pathians	-0.3124728223392617
一口	-0.3124728223392617
劳狄凯亚	-0.3124728223392617
395	-0.3124728223392617
左边	-0.3124728223392617
充溢	-0.3124728223392617
戈船	-0.3124728223392617
专权	-0.3124728223392617
ed	-0.3124728223392617
可考	-0.3124728223392617
隐瞒	-0.3124728223392617
安全性	-0.3124728223392617
仍为	-0.3124728223392617
三佛	-0.3124728223392617
印刷	-0.3124728223392617
货布	-0.3124728223392617
收藏	-0.3124728223392617
11.34	-0.3124728223392617
克山	-0.3124728223392617
Little	-0.3124728223392617
头皮	-0.3124728223392617
每发	-0.3124728223392617
沙林	-0.3124728223392617
帝君	-0.3124728223392617
Hecatompylos	-0.3124728223392617
不难	-0.3124728223392617
王忠	-0.3124728223392617
文化局	-0.3124728223392617
批塞人	-0.3124728223392617
先民	-0.3124728223392617
残长	-0.3124728223392617
自日	-0.3124728223392617
华服	-0.3124728223392617
White	-0.3124728223392617
各家	-0.3124728223392617
亲朋好友	-0.3124728223392617
一一	-0.3124728223392617
俘虏	-0.3124728223392617
君士坦丁	-0.3124728223392617
分南	-0.3124728223392617
文雅	-0.3124728223392617
街巷	-0.3124728223392617
若急	-0.3124728223392617
坚守	-0.3124728223392617
琼州	-0.3124728223392617
每磅	-0.3124728223392617
应有尽有	-0.3124728223392617
太仓	-0.3124728223392617
万岁	-0.3124728223392617
内忧外患	-0.3124728223392617
百余	-0.3124728223392617
精神可嘉	-0.3124728223392617
8.2	-0.3124728223392617
384	-0.3124728223392617
提淘壶	-0.3124728223392617
元寿	-0.3124728223392617
甬江	-0.3124728223392617
停顿	-0.3124728223392617
丝绸业	-0.3124728223392617
147	-0.3124728223392617
亚历山大港	-0.3124728223392617
Rann	-0.3124728223392617
323	-0.3124728223392617
无高	-0.3124728223392617
Kophes	-0.3124728223392617
青	-0.3124728223392617
行政长官	-0.3124728223392617
吉木萨尔	-0.3124728223392617
两宋时	-0.3124728223392617
盛满	-0.3124728223392617
砖	-0.3124728223392617
十八世纪	-0.3124728223392617
铜镜	-0.3124728223392617
日夜兼程	-0.3124728223392617
DIALOGUE	-0.3124728223392617
兵不至	-0.3124728223392617
褐彩器	-0.3124728223392617
饲料	-0.3124728223392617
宝马	-0.3124728223392617
加害	-0.3124728223392617
Budhist	-0.3124728223392617
准许	-0.3124728223392617
墓中人	-0.3124728223392617
荞	-0.3124728223392617
Kandy	-0.3124728223392617
传话	-0.3124728223392617
翕	-0.3124728223392617
阙	-0.3124728223392617
腐败	-0.3124728223392617
之北	-0.3124728223392617
尊	-0.3124728223392617
战记	-0.3124728223392617
忽必烈	-0.3124728223392617
几十年	-0.3124728223392617
不得不	-0.3124728223392617
山墓	-0.3124728223392617
临	-0.3124728223392617
Alexanderia	-0.3124728223392617
姆斯据	-0.3124728223392617
顺逆	-0.3124728223392617
画中	-0.3124728223392617
Observations	-0.3124728223392617
设法	-0.3124728223392617
件	-0.3124728223392617
占城	-0.3124728223392617
鼎盛时期	-0.3124728223392617
如云	-0.3124728223392617
佛	-0.3124728223392617
Some	-0.3124728223392617
已近	-0.3124728223392617
葡萄牙	-0.3124728223392617
闼	-0.3124728223392617
乌音	-0.3124728223392617
Gaobu	-0.3124728223392617
劳之子	-0.3124728223392617
三层	-0.3124728223392617
可说是	-0.3124728223392617
吠陀	-0.3124728223392617
由南向北	-0.3124728223392617
贾因	-0.3124728223392617
No.1111	-0.3124728223392617
一落千丈	-0.3124728223392617
用帛	-0.3124728223392617
欲通	-0.3124728223392617
子孙	-0.3124728223392617
南障	-0.3124728223392617
西欧各国	-0.3124728223392617
愿得生	-0.3124728223392617
1032	-0.3124728223392617
水银	-0.3124728223392617
288	-0.3124728223392617
哈拉帕	-0.3124728223392617
THESILKROAD	-0.3124728223392617
轻薄	-0.3124728223392617
杜钦	-0.3124728223392617
左	-0.3124728223392617
希至	-0.3124728223392617
千八百	-0.3124728223392617
飞	-0.3124728223392617
而时	-0.3124728223392617
统统	-0.3124728223392617
书信	-0.3124728223392617
from	-0.3124728223392617
幼发拉底河	-0.3124728223392617
ì	-0.3124728223392617
食	-0.3124728223392617
Pasiana	-0.3124728223392617
可惜	-0.3124728223392617
劝退	-0.3124728223392617
环	-0.3124728223392617
归国	-0.3124728223392617
阿尔泰山	-0.3124728223392617
此率	-0.3124728223392617
至塞	-0.3124728223392617
侯	-0.3124728223392617
谜团	-0.3124728223392617
镇以	-0.3124728223392617
多位	-0.3124728223392617
宫廷	-0.3124728223392617
放浪	-0.3124728223392617
之康	-0.3124728223392617
界河	-0.3124728223392617
realgar	-0.3124728223392617
可查	-0.3124728223392617
萨迦	-0.3124728223392617
旅游区	-0.3124728223392617
狮子	-0.3124728223392617
早些	-0.3124728223392617
Kaobu	-0.3124728223392617
无功而返	-0.3124728223392617
历尽艰辛	-0.3124728223392617
西迁	-0.3124728223392617
冯恩学	-0.3124728223392617
忽	-0.3124728223392617
远方	-0.3124728223392617
人参	-0.3124728223392617
梳落	-0.3124728223392617
探险队	-0.3124728223392617
不符	-0.3124728223392617
|	-0.3124728223392617
德语	-0.3124728223392617
进献	-0.3124728223392617
定海	-0.3124728223392617
高冕	-0.3124728223392617
允准	-0.3124728223392617
甚壮	-0.3124728223392617
外涂	-0.3124728223392617
地基	-0.3124728223392617
海神庙	-0.3124728223392617
好多	-0.3124728223392617
校	-0.3124728223392617
尾随	-0.3124728223392617
爪哇	-0.3124728223392617
金线	-0.3124728223392617
縣度者	-0.3124728223392617
以逸待劳	-0.3124728223392617
东界	-0.3124728223392617
更形	-0.3124728223392617
吃水	-0.3124728223392617
王有	-0.3124728223392617
索格狄	-0.3124728223392617
王欲	-0.3124728223392617
Lexington	-0.3124728223392617
夏国	-0.3124728223392617
珍品	-0.3124728223392617
历经	-0.3124728223392617
熠熠生辉	-0.3124728223392617
挖掘出	-0.3124728223392617
广远	-0.3124728223392617
分崩离析	-0.3124728223392617
肤浅	-0.3124728223392617
costus	-0.3124728223392617
山镇	-0.3124728223392617
学会	-0.3124728223392617
西向东	-0.3124728223392617
良种	-0.3124728223392617
脊背	-0.3124728223392617
转入	-0.3124728223392617
激而相	-0.3124728223392617
交通史	-0.3124728223392617
那巴提	-0.3124728223392617
声誉	-0.3124728223392617
巨著	-0.3124728223392617
对应	-0.3124728223392617
笼络	-0.3124728223392617
扫荡	-0.3124728223392617
汉之绎	-0.3124728223392617
综述	-0.3124728223392617
女神像	-0.3124728223392617
意	-0.3124728223392617
二次	-0.3124728223392617
Ven	-0.3124728223392617
反面	-0.3124728223392617
or	-0.3124728223392617
一代	-0.3124728223392617
西戎	-0.3124728223392617
古通	-0.3124728223392617
无雷	-0.3124728223392617
诸王	-0.3124728223392617
交河	-0.3124728223392617
上时	-0.3124728223392617
列岛	-0.3124728223392617
建港	-0.3124728223392617
古代史	-0.3124728223392617
马王堆	-0.3124728223392617
伊	-0.3124728223392617
收集	-0.3124728223392617
使团	-0.3124728223392617
打前站	-0.3124728223392617
绳纹	-0.3124728223392617
博士	-0.3124728223392617
带上	-0.3124728223392617
790	-0.3124728223392617
自东往	-0.3124728223392617
长洲岛	-0.3124728223392617
令统	-0.3124728223392617
H	-0.3124728223392617
普林尼	-0.3124728223392617
个舶	-0.3124728223392617
国始	-0.3124728223392617
柏孜	-0.3124728223392617
j	-0.3124728223392617
片	-0.3124728223392617
犍为	-0.3124728223392617
种桑	-0.3124728223392617
最初	-0.3124728223392617
柔韧	-0.3124728223392617
张骞所	-0.3124728223392617
制御	-0.3124728223392617
红其拉甫	-0.3124728223392617
敌意	-0.3124728223392617
1958	-0.3124728223392617
拉夫	-0.3124728223392617
逐步推进	-0.3124728223392617
05	-0.3124728223392617
三段	-0.3124728223392617
设关	-0.3124728223392617
所求	-0.3124728223392617
之食	-0.3124728223392617
蚕神献丝	-0.3124728223392617
主导地位	-0.3124728223392617
双层	-0.3124728223392617
纹理	-0.3124728223392617
不禁	-0.3124728223392617
师	-0.3124728223392617
无非	-0.3124728223392617
柔软	-0.3124728223392617
以问	-0.3124728223392617
书画	-0.3124728223392617
113	-0.3124728223392617
忽视	-0.3124728223392617
想像	-0.3124728223392617
霸权	-0.3124728223392617
狄奥希索斯	-0.3124728223392617
刻赤	-0.3124728223392617
on	-0.3124728223392617
其地	-0.3124728223392617
路途遥远	-0.3124728223392617
而俱以	-0.3124728223392617
此为	-0.3124728223392617
两束	-0.3124728223392617
遍	-0.3124728223392617
1st	-0.3124728223392617
十余年	-0.3124728223392617
快信	-0.3124728223392617
阿里	-0.3124728223392617
商团	-0.3124728223392617
未有	-0.3124728223392617
这支	-0.3124728223392617
1992	-0.3124728223392617
陈	-0.3124728223392617
1869	-0.3124728223392617
不难看出	-0.3124728223392617
劳之时	-0.3124728223392617
滋益	-0.3124728223392617
Kaofu	-0.3124728223392617
85	-0.3124728223392617
泊于	-0.3124728223392617
小步	-0.3124728223392617
随同	-0.3124728223392617
有迹	-0.3124728223392617
方舟	-0.3124728223392617
卜	-0.3124728223392617
全国性	-0.3124728223392617
出其	-0.3124728223392617
大众	-0.3124728223392617
东边	-0.3124728223392617
瓜州	-0.3124728223392617
打仗	-0.3124728223392617
光武帝	-0.3124728223392617
设置	-0.3124728223392617
班梁	-0.3124728223392617
1833	-0.3124728223392617
Schoff	-0.3124728223392617
田石间	-0.3124728223392617
329	-0.3124728223392617
富商巨贾	-0.3124728223392617
谢弗	-0.3124728223392617
蒲犁	-0.3124728223392617
wiki	-0.3124728223392617
泰彦	-0.3124728223392617
大本营	-0.3124728223392617
魏书	-0.3124728223392617
宽阔	-0.3124728223392617
丝国	-0.3124728223392617
穆格山	-0.3124728223392617
鱼	-0.3124728223392617
深圳晚报	-0.3124728223392617
姜	-0.3124728223392617
远嫁	-0.3124728223392617
Gilgit	-0.3124728223392617
罗马城	-0.3124728223392617
缺水	-0.3124728223392617
人种	-0.3124728223392617
东信	-0.3124728223392617
k	-0.3124728223392617
极致	-0.3124728223392617
巴比伦	-0.3124728223392617
刺文	-0.3124728223392617
欲望	-0.3124728223392617
三十六	-0.3124728223392617
对贵霜	-0.3124728223392617
占卑	-0.3124728223392617
Cinapatta	-0.3124728223392617
新罗	-0.3124728223392617
促使	-0.3124728223392617
萨莱	-0.3124728223392617
名僧	-0.3124728223392617
叫做	-0.3124728223392617
否认	-0.3124728223392617
问佛道	-0.3124728223392617
单靠	-0.3124728223392617
对汉	-0.3124728223392617
丰功伟绩	-0.3124728223392617
个别	-0.3124728223392617
提供者	-0.3124728223392617
退却	-0.3124728223392617
74	-0.3124728223392617
政治形势	-0.3124728223392617
载重	-0.3124728223392617
纵横	-0.3124728223392617
福斯塔	-0.3124728223392617
Wheeler	-0.3124728223392617
真丝	-0.3124728223392617
居异	-0.3124728223392617
平凉	-0.3124728223392617
衍生	-0.3124728223392617
84	-0.3124728223392617
器具	-0.3124728223392617
缘	-0.3124728223392617
Centuries	-0.3124728223392617
建筑物	-0.3124728223392617
缯	-0.3124728223392617
王大惊	-0.3124728223392617
即位	-0.3124728223392617
赤岗	-0.3124728223392617
Stein	-0.3124728223392617
极有	-0.3124728223392617
金银珠宝	-0.3124728223392617
故据城	-0.3124728223392617
Moralia	-0.3124728223392617
三江	-0.3124728223392617
Plutarch	-0.3124728223392617
物质基础	-0.3124728223392617
吴凯	-0.3124728223392617
外运	-0.3124728223392617
八景	-0.3124728223392617
术	-0.3124728223392617
普遍存在	-0.3124728223392617
对比	-0.3124728223392617
其道者	-0.3124728223392617
手指	-0.3124728223392617
可证	-0.3124728223392617
人先	-0.3124728223392617
多么	-0.3124728223392617
农民起义	-0.3124728223392617
kapisa	-0.3124728223392617
广地	-0.3124728223392617
拙作	-0.3124728223392617
珠江口	-0.3124728223392617
Kuhrt	-0.3124728223392617
山口	-0.3124728223392617
当指	-0.3124728223392617
李绍潭	-0.3124728223392617
远行	-0.3124728223392617
重大事件	-0.3124728223392617
子承父业	-0.3124728223392617
环王	-0.3124728223392617
正奉	-0.3124728223392617
提身	-0.3124728223392617
其西则	-0.3124728223392617
兴贩	-0.3124728223392617
皮毛	-0.3124728223392617
局部地区	-0.3124728223392617
托姆	-0.3124728223392617
变态	-0.3124728223392617
归葬	-0.3124728223392617
无力	-0.3124728223392617
雄威	-0.3124728223392617
梁	-0.3124728223392617
鲨鱼	-0.3124728223392617
帕尔米	-0.3124728223392617
钺	-0.3124728223392617
皮洛斯	-0.3124728223392617
草木樨	-0.3124728223392617
四路	-0.3124728223392617
Kamboja	-0.3124728223392617
吐	-0.3124728223392617
弃船	-0.3124728223392617
69	-0.3124728223392617
修复	-0.3124728223392617
编于	-0.3124728223392617
西两织室	-0.3124728223392617
雕文刻镂	-0.3124728223392617
复沿	-0.3124728223392617
退至	-0.3124728223392617
1914	-0.3124728223392617
极盛	-0.3124728223392617
趁势	-0.3124728223392617
一击	-0.3124728223392617
First	-0.3124728223392617
王国维	-0.3124728223392617
汉置	-0.3124728223392617
利害关系	-0.3124728223392617
近来	-0.3124728223392617
陆道	-0.3124728223392617
几十人	-0.3124728223392617
延光	-0.3124728223392617
西欧国家	-0.3124728223392617
贴切	-0.3124728223392617
前述	-0.3124728223392617
畏战	-0.3124728223392617
171	-0.3124728223392617
宁波市	-0.3124728223392617
Fendinand	-0.3124728223392617
挥师	-0.3124728223392617
压缩	-0.3124728223392617
古读	-0.3124728223392617
波及	-0.3124728223392617
裁判	-0.3124728223392617
亚里士多德	-0.3124728223392617
衣物	-0.3124728223392617
不可避免	-0.3124728223392617
南安	-0.3124728223392617
二十六年	-0.3124728223392617
世世	-0.3124728223392617
余	-0.3124728223392617
Bieber	-0.3124728223392617
圣灵	-0.3124728223392617
Empire	-0.3124728223392617
纳拉因	-0.3124728223392617
墓地	-0.3124728223392617
雪山	-0.3124728223392617
香瓷	-0.3124728223392617
诛	-0.3124728223392617
杨巨平	-0.3124728223392617
1972	-0.3124728223392617
招兵	-0.3124728223392617
Through	-0.3124728223392617
荔枝	-0.3124728223392617
熹	-0.3124728223392617
室利	-0.3124728223392617
无边	-0.3124728223392617
祭祀	-0.3124728223392617
富国	-0.3124728223392617
进军	-0.3124728223392617
送给	-0.3124728223392617
--	-0.3124728223392617
头戴	-0.3124728223392617
易服	-0.3124728223392617
适航性	-0.3124728223392617
埃里	-0.3124728223392617
必经之路	-0.3124728223392617
胡犬则	-0.3124728223392617
无色	-0.3124728223392617
钦州	-0.3124728223392617
阿拉木图	-0.3124728223392617
观星	-0.3124728223392617
业已	-0.3124728223392617
可飞	-0.3124728223392617
Orientales	-0.3124728223392617
风吹	-0.3124728223392617
王而置	-0.3124728223392617
纤维	-0.3124728223392617
财	-0.3124728223392617
躯体	-0.3124728223392617
加其上	-0.3124728223392617
上半叶	-0.3124728223392617
时通	-0.3124728223392617
壳	-0.3124728223392617
城主之子	-0.3124728223392617
之子班勇	-0.3124728223392617
源自	-0.3124728223392617
Prince	-0.3124728223392617
羁縻	-0.3124728223392617
1918	-0.3124728223392617
交市	-0.3124728223392617
吧	-0.3124728223392617
刺	-0.3124728223392617
内河航运	-0.3124728223392617
犀角	-0.3124728223392617
求援	-0.3124728223392617
为期	-0.3124728223392617
中印	-0.3124728223392617
年头	-0.3124728223392617
该传	-0.3124728223392617
在此之前	-0.3124728223392617
匿名	-0.3124728223392617
之世	-0.3124728223392617
二体	-0.3124728223392617
关系史	-0.3124728223392617
Diodotus	-0.3124728223392617
自然	-0.3124728223392617
准噶尔盆地	-0.3124728223392617
榆林	-0.3124728223392617
可见一斑	-0.3124728223392617
新奇	-0.3124728223392617
欲远	-0.3124728223392617
传来	-0.3124728223392617
收复	-0.3124728223392617
不论是	-0.3124728223392617
江	-0.3124728223392617
优于	-0.3124728223392617
做过	-0.3124728223392617
联想	-0.3124728223392617
远达	-0.3124728223392617
广州港	-0.3124728223392617
手续	-0.3124728223392617
喀布尔河	-0.3124728223392617
Sogdiana	-0.3124728223392617
板瓦	-0.3124728223392617
怀柔	-0.3124728223392617
疆土	-0.3124728223392617
谦恭	-0.3124728223392617
强则	-0.3124728223392617
随行人员	-0.3124728223392617
德文	-0.3124728223392617
古典作品	-0.3124728223392617
很早	-0.3124728223392617
不仅如此	-0.3124728223392617
虚称	-0.3124728223392617
皇家	-0.3124728223392617
Ipsos	-0.3124728223392617
que	-0.3124728223392617
翻开	-0.3124728223392617
歌童	-0.3124728223392617
原始	-0.3124728223392617
取经	-0.3124728223392617
天险	-0.3124728223392617
html	-0.3124728223392617
浮雕	-0.3124728223392617
大清国	-0.3124728223392617
再通	-0.3124728223392617
storax	-0.3124728223392617
附比	-0.3124728223392617
殖民地	-0.3124728223392617
逐出	-0.3124728223392617
雅尔	-0.3124728223392617
杜夫村	-0.3124728223392617
正对着	-0.3124728223392617
疑问	-0.3124728223392617
王所遣	-0.3124728223392617
力劝	-0.3124728223392617
王治乌	-0.3124728223392617
萌芽	-0.3124728223392617
Battleof	-0.3124728223392617
脐眼	-0.3124728223392617
Rev	-0.3124728223392617
skins	-0.3124728223392617
1280	-0.3124728223392617
Jade	-0.3124728223392617
诏谕	-0.3124728223392617
马六甲	-0.3124728223392617
译文	-0.3124728223392617
需要量	-0.3124728223392617
东进	-0.3124728223392617
故土	-0.3124728223392617
赛斯	-0.3124728223392617
Beirut	-0.3124728223392617
几经反复	-0.3124728223392617
帝纪	-0.3124728223392617
Later	-0.3124728223392617
可言	-0.3124728223392617
滋扰	-0.3124728223392617
不知所云	-0.3124728223392617
竭力	-0.3124728223392617
羊毛	-0.3124728223392617
局志	-0.3124728223392617
字句	-0.3124728223392617
大夫	-0.3124728223392617
兽皮	-0.3124728223392617
盖此	-0.3124728223392617
纳巴德	-0.3124728223392617
巨港	-0.3124728223392617
所作	-0.3124728223392617
辑	-0.3124728223392617
民俗	-0.3124728223392617
侯官	-0.3124728223392617
Kleopatra	-0.3124728223392617
考订	-0.3124728223392617
盛极一时	-0.3124728223392617
求其	-0.3124728223392617
梵语	-0.3124728223392617
四王	-0.3124728223392617
2.9	-0.3124728223392617
clover	-0.3124728223392617
象	-0.3124728223392617
暗花	-0.3124728223392617
INTEGRAL	-0.3124728223392617
向汉	-0.3124728223392617
婼	-0.3124728223392617
先是	-0.3124728223392617
脂	-0.3124728223392617
丰州	-0.3124728223392617
颇具规模	-0.3124728223392617
失落	-0.3124728223392617
柱础	-0.3124728223392617
错译	-0.3124728223392617
玉门	-0.3124728223392617
品	-0.3124728223392617
船纹	-0.3124728223392617
易名	-0.3124728223392617
瞭解	-0.3124728223392617
ii	-0.3124728223392617
符拔	-0.3124728223392617
AD	-0.3124728223392617
Marcus	-0.3124728223392617
cotton	-0.3124728223392617
该是	-0.3124728223392617
帮忙	-0.3124728223392617
刺史	-0.3124728223392617
Merchant	-0.3124728223392617
横	-0.3124728223392617
北京大学出版社	-0.3124728223392617
王使	-0.3124728223392617
银币	-0.3124728223392617
代之	-0.3124728223392617
克尔曼沙	-0.3124728223392617
逐利	-0.3124728223392617
从何而来	-0.3124728223392617
Chronology	-0.3124728223392617
诈称	-0.3124728223392617
时闽王	-0.3124728223392617
宁波府	-0.3124728223392617
136	-0.3124728223392617
独占	-0.3124728223392617
四十里	-0.3124728223392617
五千年	-0.3124728223392617
旁遮普	-0.3124728223392617
gr	-0.3124728223392617
可行	-0.3124728223392617
阿拉伯地区	-0.3124728223392617
超级	-0.3124728223392617
首领	-0.3124728223392617
Sardis	-0.3124728223392617
强得	-0.3124728223392617
世家	-0.3124728223392617
以岁	-0.3124728223392617
无牛	-0.3124728223392617
Trade	-0.3124728223392617
跋涉	-0.3124728223392617
沦为	-0.3124728223392617
零散	-0.3124728223392617
铸币	-0.3124728223392617
奥巴	-0.3124728223392617
Company	-0.3124728223392617
神奇	-0.3124728223392617
始得	-0.3124728223392617
1229	-0.3124728223392617
University	-0.3124728223392617
得名	-0.3124728223392617
24.2	-0.3124728223392617
此洲	-0.3124728223392617
汉地	-0.3124728223392617
荣耀	-0.3124728223392617
两处	-0.3124728223392617
来远亭	-0.3124728223392617
洪武	-0.3124728223392617
复合词	-0.3124728223392617
筒瓦	-0.3124728223392617
飞龙	-0.3124728223392617
116	-0.3124728223392617
出蛾	-0.3124728223392617
尾角	-0.3124728223392617
东夷	-0.3124728223392617
232	-0.3124728223392617
诣	-0.3124728223392617
充斥	-0.3124728223392617
拒	-0.3124728223392617
鲜亮	-0.3124728223392617
真实情况	-0.3124728223392617
Map	-0.3124728223392617
难兜国	-0.3124728223392617
都督府	-0.3124728223392617
第二类	-0.3124728223392617
二千年	-0.3124728223392617
帕拉瓦	-0.3124728223392617
拓至	-0.3124728223392617
Osmund	-0.3124728223392617
庾	-0.3124728223392617
做到	-0.3124728223392617
别称	-0.3124728223392617
显学	-0.3124728223392617
绣花	-0.3124728223392617
以北	-0.3124728223392617
Watson	-0.3124728223392617
Ancient	-0.3124728223392617
百石	-0.3124728223392617
沿著	-0.3124728223392617
汗血	-0.3124728223392617
王延彬任	-0.3124728223392617
请罪	-0.3124728223392617
摩尼	-0.3124728223392617
贾市	-0.3124728223392617
邪	-0.3124728223392617
迄今	-0.3124728223392617
